2024-08-14 18:06:23.826 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg", "https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg", "https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg", "https://upload.wikimedia.org/wikipedia/commons/4/41/RODRI_-_SWE_vs_ESP_-_UEFA_EURO_2020_QUALIFIERS_-_2019.10.15_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/7/7f/Yokohama_F._Marinos_-_Manchester_City_%283-5%29_-_53075487835_%28Rodri%29_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg", "https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg", "https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg", "https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 698
2024-08-14 18:06:25.391 | ERROR    | DetailSpider:run:line:222 | 699
2024-08-14 18:06:25.392 | ERROR    | DetailSpider:run:line:223 | Page id "bernard silva" does not match any pages. Try another id!
2024-08-14 18:06:28.021 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/8/89/Bronze_medal_icon.svg", "https://upload.wikimedia.org/wikipedia/commons/e/ea/Chelsea_1_Everton_0_%2815890813963%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/f/f2/FWC_2018_-_Round_of_16_-_COL_v_ENG_-_Photo_096_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg", "https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg", "https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg", "https://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg", "https://upload.wikimedia.org/wikipedia/commons/b/be/John_Stones_2018-06-24_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/John_Stones_and_Vincent_Kompany_%2836243869980%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/9/97/T_Howard_J_Stones_F_Campbell_2014.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 700
2024-08-14 18:06:30.446 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/c/c7/20180602_FIFA_Friendly_Match_Austria_vs._Germany_%C4%B0lkay_G%C3%BCndo%C4%9Fan_850_0728.jpg", "https://upload.wikimedia.org/wikipedia/commons/6/67/2019-06-11_Fu%C3%9Fball%2C_M%C3%A4nner%2C_L%C3%A4nderspiel%2C_Deutschland-Estland_StP_2071_LR10_by_Stepro_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/c/c8/2021-12-07_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2686_by_Stepro.jpg", "https://upload.wikimedia.org/wikipedia/commons/6/60/Bronze_medal_icon_%28B_initial%29.svg", "https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Armenia.svg", "https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg", "https://upload.wikimedia.org/wikipedia/commons/0/02/Flag_of_Gibraltar.svg", "https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg", "https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg", "https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg", "https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Liechtenstein.svg", "https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_North_Macedonia.svg", "https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg", "https://upload.wikimedia.org/wikipedia/commons/1/10/Flag_of_Scotland.svg", "https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/8/87/Ilkay_G%C3%BCndogan_%2816391883485%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/c/cf/Ilkay_G%C3%BCndogan_2010.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg", "https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg", "https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg", "https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 701
2024-08-14 18:06:32.923 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/5/53/2021-12-07_Fu%C3%9Fball%2C_M%C3%A4nner%2C_UEFA_Champions_League%2C_RB_Leipzig_-_Manchester_City_FC_1DX_2825_by_Stepro.jpg", "https://upload.wikimedia.org/wikipedia/commons/8/89/Bronze_medal_icon.svg", "https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg", "https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg", "https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg", "https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg", "https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg", "https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg", "https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg", "https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg", "https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg", "https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg", "https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg", "https://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg", "https://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_San_Marino.svg", "https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg", "https://upload.wikimedia.org/wikipedia/commons/7/75/Raheem_Sterling_%2824366304179%29_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/1/1c/Raheem_Sterling_-_USA_vs_ENG_-_FIFA_WC_2022.jpg", "https://upload.wikimedia.org/wikipedia/commons/6/6b/Raheem_Sterling_2011.jpg", "https://upload.wikimedia.org/wikipedia/commons/9/94/Raheem_Sterling_2018-07-14_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/3/3f/Raheem_Sterling_2018.jpg", "https://upload.wikimedia.org/wikipedia/commons/5/58/Raheem_Sterling_v_PNE.jpg", "https://upload.wikimedia.org/wikipedia/commons/b/bb/Willian_Sterling_2015.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg", "https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg", "https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 702
2024-08-14 18:06:35.289 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Armenia.svg", "https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Belarus_%281995%E2%80%932012%29.svg", "https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bosnia_and_Herzegovina.svg", "https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Cyprus.svg", "https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg", "https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg", "https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg", "https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg", "https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg", "https://upload.wikimedia.org/wikipedia/commons/6/6f/Oleksandr_Zinchenko_%28footballer%29_2023_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/4/42/UNITED24_logo.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d5/Zinchenko_2018.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 703
2024-08-14 18:06:36.908 | ERROR    | DetailSpider:run:line:222 | 704
2024-08-14 18:06:36.908 | ERROR    | DetailSpider:run:line:223 | Page id "nathan are" does not match any pages. Try another id!
2024-08-14 18:06:39.346 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/f/f0/Carson%2C_Scott_%28cropped%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/4/4e/Scott_Carson_Villa2.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg", "https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg"]' WHERE ID = 705
2024-08-14 18:06:40.978 | ERROR    | DetailSpider:run:line:222 | 706
2024-08-14 18:06:40.978 | ERROR    | DetailSpider:run:line:223 | Page id "jack greenish" does not match any pages. Try another id!
2024-08-14 18:06:42.468 | ERROR    | DetailSpider:run:line:222 | 707
2024-08-14 18:06:42.468 | ERROR    | DetailSpider:run:line:223 | Page id "james mcateer" does not match any pages. Try another id!
2024-08-14 18:06:44.046 | ERROR    | DetailSpider:run:line:222 | 708
2024-08-14 18:06:44.046 | ERROR    | DetailSpider:run:line:223 | Page id "cold palmer" does not match any pages. Try another id!
2024-08-14 18:06:46.766 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/8/89/Bronze_medal_icon.svg", "https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg", "https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg", "https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Denmark.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg", "https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg", "https://upload.wikimedia.org/wikipedia/commons/0/01/Kyle_Walker.jpg", "https://upload.wikimedia.org/wikipedia/commons/3/31/Kyle_Walker_01-09-2013_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/f/f3/Kyle_Walker_2018-07-11_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/3/3a/Kyle_Walker_2021-12-07_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/3/31/Kyle_Walker_Spurs_USA_tour_2010.jpg", "https://upload.wikimedia.org/wikipedia/commons/a/a9/Yokohama_F._Marinos_-_Manchester_City_%283-5%29_-_53075488485_%28Kyle_Walker%29.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg", "https://upload.wikimedia.org/wikipedia/en/b/be/Flag_of_England.svg", "https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg", "https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg", "https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg", "https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 709
2024-08-14 18:06:48.283 | ERROR    | DetailSpider:run:line:222 | 710
2024-08-14 18:06:48.284 | ERROR    | DetailSpider:run:line:223 | Page id "kyrie jackson" does not match any pages. Try another id!
2024-08-14 18:06:50.743 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg", "https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Andorra.svg", "https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg", "https://upload.wikimedia.org/wikipedia/commons/1/1f/Flag_of_Kosovo.svg", "https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/commons/d/da/Johann-berg-gudmondsson-1313350875.jpg", "https://upload.wikimedia.org/wikipedia/commons/f/fa/Johann_Berg_Gudmundsson.png", "https://upload.wikimedia.org/wikipedia/commons/b/bf/J%C3%B3hann_Gu%C3%B0mundsson.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 711
2024-08-14 18:06:52.247 | ERROR    | DetailSpider:run:line:222 | 712
2024-08-14 18:06:52.247 | ERROR    | DetailSpider:run:line:223 | Page id "ben me" does not match any pages. Try another id!
2024-08-14 18:06:54.718 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/d/df/Erik_Pieters_2011.jpg", "https://upload.wikimedia.org/wikipedia/commons/3/37/Erik_Pieters_Oranje.jpg", "https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 713
2024-08-14 18:06:56.332 | ERROR    | DetailSpider:run:line:222 | 714
2024-08-14 18:06:56.333 | ERROR    | DetailSpider:run:line:223 | Page id "ashley westwood footballer _born_1995" does not match any pages. Try another id!
2024-08-14 18:06:58.756 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/2/20/Josh_Brownhill_of_Bristol_City_v_Brentford.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 715
2024-08-14 18:07:01.003 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg", "https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg", "https://upload.wikimedia.org/wikipedia/commons/8/81/Nathan_Collins_%28cropped%29_WWFC_training_before_a_West_Ham_match.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 716
2024-08-14 18:07:02.641 | ERROR    | DetailSpider:run:line:222 | 717
2024-08-14 18:07:02.641 | ERROR    | DetailSpider:run:line:223 | Page id "jack lord" does not match any pages. Try another id!
2024-08-14 18:07:04.185 | ERROR    | DetailSpider:run:line:222 | 718
2024-08-14 18:07:04.185 | ERROR    | DetailSpider:run:line:223 | Page id "maxwell cornett" does not match any pages. Try another id!
2024-08-14 18:07:05.826 | ERROR    | DetailSpider:run:line:222 | 719
2024-08-14 18:07:05.826 | ERROR    | DetailSpider:run:line:223 | Page id "dwight mcneill" does not match any pages. Try another id!
2024-08-14 18:07:07.510 | ERROR    | DetailSpider:run:line:222 | 720
2024-08-14 18:07:07.510 | ERROR    | DetailSpider:run:line:223 | Page id "nick pope footballer" does not match any pages. Try another id!
2024-08-14 18:07:10.062 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/a/a4/Connor_Roberts_%28footballer%2C_born_1995%29%2C_cropped_image%2C_Turkey_vs_Wales_EURO_2020.jpg", "https://upload.wikimedia.org/wikipedia/commons/8/85/Flag_of_Belarus.svg", "https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg", "https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 721
2024-08-14 18:07:12.537 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/d/d7/Jay_Rodriguez.jpg", "https://upload.wikimedia.org/wikipedia/commons/6/6a/Jay_Rodriguez_v_Cardiff_2014.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 722
2024-08-14 18:07:14.983 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/1/1c/James_Tarkowski_%28Oct_2017%29.jpg", "https://upload.wikimedia.org/wikipedia/commons/a/a8/James_Tarkowski_21-07-2012_1.jpg", "https://upload.wikimedia.org/wikipedia/commons/f/fc/James_Tarkowski_TomHeaton.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 723
2024-08-14 18:07:16.734 | ERROR    | DetailSpider:run:line:222 | 724
2024-08-14 18:07:16.735 | ERROR    | DetailSpider:run:line:223 | Page id "charlie taylor footballer _born_1995" does not match any pages. Try another id!
2024-08-14 18:07:19.213 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg", "https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg", "https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg", "https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Greece.svg", "https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg", "https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg", "https://upload.wikimedia.org/wikipedia/commons/1/10/Flag_of_Scotland.svg", "https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Wales.svg", "https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg", "https://upload.wikimedia.org/wikipedia/commons/b/b8/Wout_Weghorst_2016.jpg", "https://upload.wikimedia.org/wikipedia/commons/0/09/Wout_Weghorst_2019.jpg", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 725
2024-08-14 18:07:21.080 | ERROR    | DetailSpider:run:line:222 | 726
2024-08-14 18:07:21.081 | ERROR    | DetailSpider:run:line:223 | Page id "aaron lebanon" does not match any pages. Try another id!
2024-08-14 18:07:23.528 | INFO     | DetailSpider:image_get:line:115 | UPDATE players SET IMAGES = '["https://upload.wikimedia.org/wikipedia/commons/2/2f/Matt_Lowton.jpg", "https://upload.wikimedia.org/wikipedia/commons/b/b7/Matt_Lowton_SUFC_jrs1967_Owned_Image.png", "https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg", "https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg"]' WHERE ID = 727
